Agency Type,Victim Sex,Victim Age,Victim Ethnicity,Perpetrator Sex,Perpetrator Ethnicity,Weapon Category,Relationship Category,Region,Season
Municipal Police,Male,28,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,Midwest,Summer
Municipal Police,Male,27,Hispanic,Male,Hispanic,Firearm,Acquaintance,Midwest,Summer
Municipal Police,Male,17,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,Midwest,Summer
Municipal Police,Male,20,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,Midwest,Autumn
Municipal Police,Female,42,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,Midwest,Autumn
Municipal Police,Male,38,Hispanic,Male,Hispanic,Firearm,Acquaintance,Midwest,Autumn
Municipal Police,Male,23,Not Hispanic,Male,Hispanic,Firearm,Acquaintance,Midwest,Autumn
Municipal Police,Female,52,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,Midwest,Autumn
Municipal Police,Male,21,Hispanic,Female,Not Hispanic,Firearm,Stranger,Midwest,Autumn
Municipal Police,Male,54,Not Hispanic,Female,Hispanic,Non-Firearm,Acquaintance,Midwest,Autumn
Municipal Police,Male,49,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,Midwest,Winter
Municipal Police,Male,36,Not Hispanic,Female,Not Hispanic,Firearm,Lover,Midwest,Winter
Municipal Police,Male,23,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,Midwest,Winter
Municipal Police,Male,25,Hispanic,Male,Hispanic,Firearm,Acquaintance,Midwest,Spring
Municipal Police,Male,26,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,Midwest,Autumn
Municipal Police,Female,20,Not Hispanic,Male,Not Hispanic,Firearm,Lover,Midwest,Spring
Municipal Police,Female,1,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,Midwest,Summer
Municipal Police,Male,43,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,Midwest,Autumn
Municipal Police,Male,54,Not Hispanic,Female,Not Hispanic,Non-Firearm,Lover,Midwest,Autumn
Sheriff,Male,46,Not Hispanic,Female,Not Hispanic,Firearm,Acquaintance,Midwest,Spring
Sheriff,Male,89,Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,Midwest,Summer
Sheriff,Male,60,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,Midwest,Autumn
Municipal Police,Male,49,Not Hispanic,Male,Not Hispanic,Firearm,Family,Midwest,Summer
Municipal Police,Female,47,Not Hispanic,Male,Not Hispanic,Firearm,Family,Midwest,Summer
Municipal Police,Male,25,Not Hispanic,Male,Not Hispanic,Firearm,Family,Midwest,Summer
Municipal Police,Male,18,Not Hispanic,Male,Not Hispanic,Firearm,Family,Midwest,Summer
Municipal Police,Female,64,Not Hispanic,Male,Not Hispanic,Firearm,Lover,Midwest,Summer
Municipal Police,Female,30,Not Hispanic,Male,Not Hispanic,Firearm,Lover,Midwest,Winter
Municipal Police,Female,1,Not Hispanic,Male,Not Hispanic,Non-Firearm,Family,Midwest,Winter
Municipal Police,Male,2,Not Hispanic,Female,Not Hispanic,Non-Firearm,Family,Midwest,Winter
Municipal Police,Male,44,Not Hispanic,Female,Not Hispanic,Firearm,Lover,Midwest,Winter
Municipal Police,Male,29,Not Hispanic,Male,Not Hispanic,Firearm,Family,Midwest,Winter
Municipal Police,Female,32,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,Midwest,Winter
Municipal Police,Male,99,Not Hispanic,Female,Not Hispanic,Firearm,Acquaintance,Midwest,Winter
Municipal Police,Female,20,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,Midwest,Spring
Municipal Police,Male,16,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,Midwest,Spring
Municipal Police,Female,57,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,Midwest,Spring
Municipal Police,Male,27,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,Midwest,Spring
Municipal Police,Male,35,Not Hispanic,Female,Not Hispanic,Non-Firearm,Acquaintance,Midwest,Summer
Municipal Police,Male,31,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,Midwest,Summer
Municipal Police,Male,36,Not Hispanic,Female,Not Hispanic,Non-Firearm,Acquaintance,Midwest,Summer
Municipal Police,Female,13,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,Midwest,Summer
Municipal Police,Male,45,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,Midwest,Summer
Municipal Police,Male,17,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,Midwest,Summer
Municipal Police,Female,39,Not Hispanic,Male,Not Hispanic,Firearm,Lover,Midwest,Summer
Municipal Police,Female,19,Not Hispanic,Male,Not Hispanic,Firearm,Lover,Midwest,Summer
Municipal Police,Female,26,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,Midwest,Autumn
Municipal Police,Male,33,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,Midwest,Autumn
Municipal Police,Male,27,Not Hispanic,Male,Not Hispanic,Firearm,Family,Midwest,Autumn
Municipal Police,Female,27,Not Hispanic,Male,Hispanic,Firearm,Acquaintance,Midwest,Autumn
Municipal Police,Male,23,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,Midwest,Autumn
Municipal Police,Female,22,Not Hispanic,Female,Not Hispanic,Non-Firearm,Acquaintance,Midwest,Autumn
Municipal Police,Male,21,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,Midwest,Winter
Municipal Police,Female,28,Not Hispanic,Male,Not Hispanic,Firearm,Lover,Midwest,Winter
Other Police,Female,42,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Winter
Other Police,Female,38,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Spring
Other Police,Male,53,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Autumn
Sheriff,Female,43,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,South,Summer
Other Police,Male,31,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Other Police,Female,40,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Winter
Municipal Police,Male,37,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Other Police,Female,59,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Other Police,Male,39,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,31,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Spring
Other Police,Female,60,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Winter
Other Police,Male,31,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Spring
Other Police,Male,57,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Autumn
Other Police,Male,28,Not Hispanic,Female,Not Hispanic,Non-Firearm,Lover,South,Winter
Other Police,Male,26,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Other Police,Male,64,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Other Police,Male,30,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Other Police,Male,46,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,66,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Sheriff,Male,52,Not Hispanic,Female,Not Hispanic,Non-Firearm,Acquaintance,South,Spring
Other Police,Male,23,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Female,74,Not Hispanic,Female,Not Hispanic,Non-Firearm,Family,South,Autumn
Municipal Police,Male,56,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Spring
Other Police,Male,51,Not Hispanic,Male,Not Hispanic,Non-Firearm,Family,South,Summer
Other Police,Female,57,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Summer
Sheriff,Male,42,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Summer
Sheriff,Male,45,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Sheriff,Male,43,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Other Police,Male,52,Not Hispanic,Female,Not Hispanic,Non-Firearm,Lover,South,Summer
Other Police,Male,20,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Other Police,Male,58,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Male,31,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Female,19,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,South,Spring
Municipal Police,Male,33,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Autumn
Other Police,Male,10,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Autumn
Other Police,Male,20,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Summer
Municipal Police,Male,34,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Summer
Other Police,Male,20,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Other Police,Male,19,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Other Police,Male,26,Not Hispanic,Male,Not Hispanic,Non-Firearm,Family,South,Summer
Other Police,Male,52,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Other Police,Male,31,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Summer
Other Police,Male,70,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Summer
Other Police,Male,31,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Female,23,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Autumn
Other Police,Male,34,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Winter
Sheriff,Male,30,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Other Police,Male,31,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Other Police,Male,32,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Autumn
Other Police,Male,19,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Other Police,Male,18,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Other Police,Female,17,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Autumn
Other Police,Male,25,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Winter
Other Police,Male,23,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Other Police,Female,34,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Summer
Other Police,Male,50,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Autumn
Other Police,Female,23,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Other Police,Male,29,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Other Police,Male,19,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Winter
Other Police,Female,35,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Autumn
Other Police,Male,72,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Winter
Municipal Police,Male,30,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Spring
Other Police,Male,27,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Other Police,Male,37,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Spring
Other Police,Female,65,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Winter
Other Police,Male,61,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Winter
Other Police,Male,46,Not Hispanic,Female,Not Hispanic,Non-Firearm,Lover,South,Summer
Other Police,Male,25,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Other Police,Male,35,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Summer
Other Police,Female,29,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Other Police,Male,35,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Autumn
Other Police,Male,32,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Other Police,Female,21,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Other Police,Male,57,Not Hispanic,Female,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,77,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Autumn
Municipal Police,Male,29,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Municipal Police,Female,36,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,South,Winter
Municipal Police,Male,20,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Winter
Municipal Police,Male,42,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Winter
Municipal Police,Male,51,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Female,34,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Spring
Municipal Police,Male,22,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Spring
Municipal Police,Male,29,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Spring
Municipal Police,Female,25,Not Hispanic,Female,Not Hispanic,Non-Firearm,Family,South,Summer
Municipal Police,Male,26,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Municipal Police,Male,20,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,63,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Summer
Municipal Police,Male,29,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Summer
Municipal Police,Male,24,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,27,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,79,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,South,Autumn
Municipal Police,Male,24,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Autumn
Municipal Police,Male,22,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Autumn
Municipal Police,Male,27,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Autumn
Municipal Police,Male,48,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Female,20,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,South,Autumn
Municipal Police,Male,62,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Female,48,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Autumn
Municipal Police,Male,61,Not Hispanic,Female,Not Hispanic,Non-Firearm,Lover,South,Autumn
Municipal Police,Male,47,Not Hispanic,Female,Not Hispanic,Non-Firearm,Lover,South,Autumn
Municipal Police,Male,35,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Autumn
Municipal Police,Male,57,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Female,29,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Autumn
Municipal Police,Male,22,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Autumn
Municipal Police,Female,34,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Winter
Municipal Police,Male,28,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Other Police,Female,37,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Spring
Other Police,Male,18,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Spring
Municipal Police,Male,20,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Other Police,Male,68,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Other Police,Female,40,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Summer
Municipal Police,Male,42,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Other Police,Male,39,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Spring
Other Police,Male,52,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Summer
Other Police,Female,44,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Autumn
Other Police,Male,44,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Other Police,Male,23,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Spring
Other Police,Male,33,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Other Police,Male,21,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Other Police,Female,11,Not Hispanic,Male,Not Hispanic,Non-Firearm,Family,South,Winter
Other Police,Male,33,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Spring
Other Police,Male,70,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Spring
Other Police,Male,17,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Other Police,Male,33,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Other Police,Female,88,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Winter
Other Police,Male,27,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Spring
Other Police,Male,25,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Other Police,Female,79,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,South,Summer
Other Police,Male,50,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Other Police,Male,24,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Summer
Other Police,Male,48,Not Hispanic,Female,Not Hispanic,Firearm,Acquaintance,South,Summer
Other Police,Female,63,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Winter
Other Police,Male,43,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Other Police,Male,43,Not Hispanic,Female,Not Hispanic,Firearm,Acquaintance,South,Autumn
Other Police,Male,45,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Other Police,Male,52,Not Hispanic,Female,Not Hispanic,Firearm,Family,South,Summer
Sheriff,Male,3,Not Hispanic,Male,Not Hispanic,Non-Firearm,Family,South,Autumn
Sheriff,Female,31,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Summer
Sheriff,Male,28,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Summer
Sheriff,Male,2,Not Hispanic,Male,Not Hispanic,Non-Firearm,Family,South,Autumn
Other Police,Male,49,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Spring
Other Police,Male,23,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Other Police,Male,23,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Other Police,Male,23,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Other Police,Male,36,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Autumn
Other Police,Male,18,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Other Police,Female,16,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Spring
Other Police,Male,34,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Other Police,Male,44,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Summer
Other Police,Male,25,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Other Police,Male,26,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Autumn
Other Police,Male,34,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Summer
Other Police,Female,36,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Autumn
Other Police,Male,49,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Autumn
Other Police,Male,18,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Autumn
Other Police,Male,40,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Other Police,Male,29,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Winter
Sheriff,Male,37,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Winter
Sheriff,Male,16,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Spring
Other Police,Male,60,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Other Police,Male,20,Not Hispanic,Female,Not Hispanic,Firearm,Acquaintance,South,Spring
Other Police,Female,36,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Spring
Sheriff,Male,35,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Summer
Other Police,Male,34,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,26,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Autumn
Municipal Police,Male,17,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Female,25,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Autumn
Municipal Police,Male,37,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Male,38,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Winter
Other Police,Male,40,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Sheriff,Female,75,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Spring
Sheriff,Male,37,Hispanic,Male,Hispanic,Firearm,Family,South,Summer
Other Police,Male,38,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Spring
Other Police,Male,60,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Spring
Other Police,Male,68,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Autumn
Other Police,Male,25,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Male,43,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Other Police,Male,34,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Summer
Other Police,Female,53,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Other Police,Male,44,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Other Police,Female,34,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Male,59,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Municipal Police,Male,23,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Summer
